,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,lnglat
396,ROOFTOP,"1409 St Johns Pl, Brooklyn, NY 11213, USA",ChIJ1a1yXn5cwokR0JN5yjtnCCU,1409 SAINT JOHNS PL 19 BROOKLYN 11213,40.6708874,-73.9316422,2,11213,OK,premise,"[-73.9316422, 40.6708874]"
397,ROOFTOP,"1409 St Johns Pl, Brooklyn, NY 11213, USA",ChIJ1a1yXn5cwokR0JN5yjtnCCU,1409 SAINT JOHNS PL 17 BROOKLYN 11213,40.6708874,-73.9316422,2,11213,OK,premise,"[-73.9316422, 40.6708874]"
398,ROOFTOP,"1371 St Johns Pl #3, Brooklyn, NY 11213, USA",EiwzLCAxMzcxIFN0IEpvaG5zIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIdGhsKFgoUChIJg3SVU35cwokRm81NA9acWPQSATM,1371 SAINT JOHNS APT 3 BROOKLYN NY 11213,40.6709495,-73.9328248,1,11213,OK,subpremise,"[-73.9328247999999, 40.6709495]"
399,ROOFTOP,"1371 St Johns Pl #3, Brooklyn, NY 11213, USA",EiwzLCAxMzcxIFN0IEpvaG5zIFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIdGhsKFgoUChIJg3SVU35cwokRm81NA9acWPQSATM,1371 SAINT JOHNS APT 3 BROOKLYN NY 11213,40.6709495,-73.9328248,1,11213,OK,subpremise,"[-73.9328247999999, 40.6709495]"
400,ROOFTOP,"1382 Sterling Pl, Brooklyn, NY 11213, USA",ChIJnaJp_35cwokRp0WJbDV7L6Q,1382 STERLING PL  BROOKLYN  NY 11213,40.6714439,-73.9328363,1,11213,OK,premise,"[-73.9328362999999, 40.6714439]"
401,ROOFTOP,"1408 Sterling Pl, Brooklyn, NY 11213, USA",ChIJW8U39n5cwokR-WmCUcpNK5M,1408 STERLING PLACE BROOKLYN NY 11213,40.6713327,-73.9320555,1,11213,OK,premise,"[-73.9320554999999, 40.6713327]"
402,ROOFTOP,"1365 St Johns Pl, Brooklyn, NY 11213, USA",ChIJ3dk7U35cwokR0MORbRj1Mdg,1365 ST JOHNS PLACE BROOKLYN 11213,40.6709691,-73.9329626,1,11213,OK,premise,"[-73.9329626, 40.6709691]"
403,ROOFTOP,"1428 Sterling Pl, Brooklyn, NY 11213, USA",ChIJT0cfi35cwokRGGNAGmfUxfk,1428 STERLING PL 2 BKLYN NY 11213,40.671317,-73.93147,2,11213,OK,premise,"[-73.9314699999999, 40.6713169999999]"
404,ROOFTOP,"1392 Sterling Pl #1E, Brooklyn, NY 11213, USA",Ei0xRSwgMTM5MiBTdGVybGluZyBQbCwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCR3mevh-XMKJEUIvAsI2TUx9EgIxRQ,1392 STERLING PLACE 1E BROOKLYN 11213,40.6713303,-73.9324459,1,11213,OK,subpremise,"[-73.9324458999999, 40.6713303]"
405,ROOFTOP,"1405 St Johns Pl #2A, Brooklyn, NY 11213, USA",Ei0yQSwgMTQwNSBTdCBKb2hucyBQbCwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCXvOm15-XMKJEX3qHxJsQzTxEgIyQQ,1405 SAINT JOHNS PLACE 2A 11213,40.6709296,-73.931803,1,11213,OK,subpremise,"[-73.931803, 40.6709296]"
406,ROOFTOP,"1365 St Johns Pl, Brooklyn, NY 11213, USA",ChIJ3dk7U35cwokR0MORbRj1Mdg,1365 ST JOHNS PLACE BROOKLYN  NY 11213,40.6709691,-73.9329626,1,11213,OK,premise,"[-73.9329626, 40.6709691]"
407,ROOFTOP,"230 Utica Ave, Brooklyn, NY 11213, USA",ChIJicU-Yn5cwokRZctYLqtbggM,230 UTICA AVENUE B NY 11213,40.6709234,-73.9311485,1,11213,OK,premise,"[-73.9311484999999, 40.6709234]"
408,ROOFTOP,"165 New York Ave, Brooklyn, NY 11216, USA",ChIJGSopOINbwokR7lIp97kgq7A,165  NEW YORK AVENUE 5 Brooklyn NY 11216,40.6744709,-73.946982,2,11216,OK,street_address,"[-73.9469819999999, 40.6744709]"
409,ROOFTOP,"925 Prospect Pl #2C, Brooklyn, NY 11213, USA",EiwyQywgOTI1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJv8PxEoNbwokR1P8Lag7BzMASAjJD,925 PROSPECT PL 2C BROOKLYN 11213,40.6743337,-73.9459474,1,11213,OK,subpremise,"[-73.9459474, 40.6743337]"
410,ROOFTOP,"949 Prospect Pl, Brooklyn, NY 11213, USA",ChIJ_1FAC4NbwokRO_gduvPO-hs,"949  PROSPECT PLACE 3 BROOKLYN, NY 11213",40.6742595,-73.9450864,2,11213,OK,premise,"[-73.9450864, 40.6742595]"
411,ROOFTOP,"780 St Marks Ave #8C, Brooklyn, NY 11213, USA",Ei04QywgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgI4Qw,780 SAINT MARKS AVENUE 8C BROOKLYN NY 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
412,ROOFTOP,"171 New York Ave #7, Brooklyn, NY 11216, USA",Eiw3LCAxNzEgTmV3IFlvcmsgQXZlLCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIdGhsKFgoUChIJxcYAOoNbwokRPObPQRykvtQSATc,171  NEW YORK AVENUE APT 7 Brooklyn NY 11216,40.6742739,-73.946997,1,11216,OK,subpremise,"[-73.946997, 40.6742739]"
413,ROOFTOP,"780 St Marks Ave, Brooklyn, NY 11213, USA",ChIJ7y9NRoNbwokRb1MdcXeAuWE,780  ST MARKS AVENUE  BROOKLYN NY 11213,40.6747996,-73.9470496,1,11213,OK,premise,"[-73.9470496, 40.6747996]"
414,ROOFTOP,"850 St Marks Ave, Brooklyn, NY 11213, USA",ChIJgRn4nYNbwokR52mCvUdMW8k,850 ST MARKS AVENUE Brooklyn NY 11213,40.6746316,-73.944795,1,11213,OK,street_address,"[-73.944795, 40.6746316]"
415,ROOFTOP,"170 Brooklyn Ave #1C, Brooklyn, NY 11213, USA",Ei0xQywgMTcwIEJyb29rbHluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCT2ZJaCDW8KJEd4uRAuc13HoEgIxQw,170 BROOKLYN AVE 1C BROOKLYN 11213,40.6742399,-73.9446664,1,11213,OK,subpremise,"[-73.9446664, 40.6742399]"
416,ROOFTOP,"780 St Marks Ave #2B, Brooklyn, NY 11213, USA",Ei0yQiwgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgIyQg,780  ST MARKS AVENUE 2B BROOKLYN NY 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
417,ROOFTOP,"925 Prospect Pl #1B, Brooklyn, NY 11213, USA",EiwxQiwgOTI1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJv8PxEoNbwokR1P8Lag7BzMASAjFC,925  PROSPECT PLACE 1B BROOKLYN NY 11213,40.6743337,-73.9459474,1,11213,OK,subpremise,"[-73.9459474, 40.6743337]"
418,ROOFTOP,"780 St Marks Ave D9, Brooklyn, NY 11213, USA",Ei1EOSwgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgJEOQ,780  ST MARKS AVENUE D9 BROOKLYN NY 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
419,ROOFTOP,"780 St Marks Ave #1C, Brooklyn, NY 11213, USA",Ei0xQywgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgIxQw,780  ST MARKS AVENUE 1C BROOKLYN NY 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
420,ROOFTOP,"810 St Marks Ave, Brooklyn, NY 11213, USA",ChIJiTRkQINbwokR1CIG1zc5_6o,810 SAINT MARKS AVENUE Brooklyn NY 11213,40.6747201,-73.9459474,1,11213,OK,premise,"[-73.9459474, 40.6747200999999]"
421,ROOFTOP,"151 Avenue C, New York, NY 10009, USA",ChIJ5UXURXdZwokR8bPSfFgCHjg,151 NEW YORK AVENUE 1 Brooklyn NY 11216,40.7256585,-73.9780286,1,10009,OK,"bar,establishment,point_of_interest","[-73.9780286, 40.7256585]"
422,ROOFTOP,"810 St Marks Ave, Brooklyn, NY 11213, USA",ChIJiTRkQINbwokR1CIG1zc5_6o,810 SAINT MARKS AVENUE BROOKLYN NY 11213,40.6747201,-73.9459474,1,11213,OK,premise,"[-73.9459474, 40.6747200999999]"
423,ROOFTOP,"780 St Marks Ave #6C, Brooklyn, NY 11213, USA",Ei02QywgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgI2Qw,780  SAINT MARKS AVENUE 6C Brooklyn NY 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
424,ROOFTOP,"780 St Marks Ave #3B, Brooklyn, NY 11213, USA",Ei0zQiwgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgIzQg,780 SAINT MARKS AVE 3B BROOKLYN 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
425,ROOFTOP,"951 Prospect Pl #4L, Brooklyn, NY 11213, USA",Eiw0TCwgOTUxIFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJ1wWGCoNbwokRB5WbbkEBRGASAjRM,951 PROSPECT PL 4L BROOKLYN 11213,40.674156,-73.944843,1,11213,OK,subpremise,"[-73.9448429999999, 40.674156]"
426,ROOFTOP,"169 New York Ave, Brooklyn, NY 11216, USA",ChIJT7XjOYNbwokReyxWoMwA9Bk,169  NEW YORK AVENUE 7 BROOKLYN NY 11216,40.674342,-73.946992,2,11216,OK,street_address,"[-73.946992, 40.674342]"
427,ROOFTOP,"169 New York Ave, Brooklyn, NY 11216, USA",ChIJT7XjOYNbwokReyxWoMwA9Bk,169  NEW YORK AVENUE 6 Brooklyn NY 11216,40.674342,-73.946992,2,11216,OK,street_address,"[-73.946992, 40.674342]"
428,ROOFTOP,"171 New York Ave, Brooklyn, NY 11216, USA",ChIJxcYAOoNbwokRPObPQRykvtQ,171 NEW YORK AVENUE 7 Brooklyn NY 11216,40.6742739,-73.946997,2,11216,OK,street_address,"[-73.946997, 40.6742739]"
429,ROOFTOP,"171 New York Ave, Brooklyn, NY 11216, USA",ChIJxcYAOoNbwokRPObPQRykvtQ,171 NEW YORK AVENUE 5 BROOKLYN NY 11216,40.6742739,-73.946997,2,11216,OK,street_address,"[-73.946997, 40.6742739]"
430,ROOFTOP,"780 St Marks Ave #2C, Brooklyn, NY 11213, USA",Ei0yQywgNzgwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCe8vTUaDW8KJEW9THXF3gLlhEgIyQw,780 SAINT MARKS AVE 2C BROOKLYN 11213,40.6747996,-73.9470496,1,11213,OK,subpremise,"[-73.9470496, 40.6747996]"
431,ROOFTOP,"810 St Marks Ave #400A, Brooklyn, NY 11213, USA",Ei80MDBBLCA4MTAgU3QgTWFya3MgQXZlLCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIgGh4KFgoUChIJiTRkQINbwokR1CIG1zc5_6oSBDQwMEE,810  ST MARKS AVENUE 400A Brooklyn NY 11213,40.6747201,-73.9459474,1,11213,OK,subpremise,"[-73.9459474, 40.6747200999999]"
432,ROOFTOP,"810 St Marks Ave, Brooklyn, NY 11213, USA",ChIJiTRkQINbwokR1CIG1zc5_6o,810 SAINT MARKS AVENUE BROOKLYN NY 11213,40.6747201,-73.9459474,1,11213,OK,premise,"[-73.9459474, 40.6747200999999]"
433,ROOFTOP,"840 St Marks Ave #2D, Brooklyn, NY 11213, USA",Ei0yRCwgODQwIFN0IE1hcmtzIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHhocChYKFAoSCd1S_XWDW8KJER02LjzcvQ4QEgIyRA,840 ST MARKS AVE 2D BROOKLYN NY 11213,40.6746,-73.944845,1,11213,OK,subpremise,"[-73.944845, 40.6746]"
434,ROOFTOP,"925 Prospect Pl, Brooklyn, NY 11213, USA",ChIJv8PxEoNbwokR1P8Lag7BzMA,925 PROSPECT PLACE  BROOKLYN NY 11213,40.6743337,-73.9459474,1,11213,OK,premise,"[-73.9459474, 40.6743337]"
435,ROOFTOP,"1020 President St #4G, Brooklyn, NY 11225, USA",Ei40RywgMTAyMCBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgkXuYWVdFvCiREXu8PFcnaacRICNEc,1020  PRESIDENT STREET 4G BROOKLYN NY 11225,40.6685698,-73.9580016,1,11225,OK,subpremise,"[-73.9580016, 40.6685698]"
436,ROOFTOP,"1026 President St #2A, Brooklyn, NY 11225, USA",Ei4yQSwgMTAyNiBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEglhRaeVdFvCiRE6tm19d0AIHxICMkE,1026 PRESIDENT STREET 2A BROOKLYN 11225,40.6684438,-73.957795,1,11225,OK,subpremise,"[-73.9577949999999, 40.6684438]"
437,ROOFTOP,"951 Carroll St #4B, Brooklyn, NY 11225, USA",Eis0QiwgOTUxIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmj2N6kdFvCiREC1qyl-SIWaxICNEI,951 CARROLL STREET 4B Brooklyn NY 11225,40.668144,-73.958564,1,11225,OK,subpremise,"[-73.958564, 40.668144]"
438,ROOFTOP,"1610 Bedford Ave #4B, Brooklyn, NY 11225, USA",Ei00QiwgMTYxMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZuK43x0W8KJEckhLJdGDHWlEgI0Qg,1610 BEDFORD AVE 4B BROOKLYN 11225,40.6677842,-73.9564174,1,11225,OK,subpremise,"[-73.9564173999999, 40.6677842]"
439,ROOFTOP,"1020 President St #4G, Brooklyn, NY 11225, USA",Ei40RywgMTAyMCBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgkXuYWVdFvCiREXu8PFcnaacRICNEc,1020 PRESIDENT ST 4G BROOKLYN 11225,40.6685698,-73.9580016,1,11225,OK,subpremise,"[-73.9580016, 40.6685698]"
440,ROOFTOP,"1026 President St #3E, Brooklyn, NY 11225, USA",Ei4zRSwgMTAyNiBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEglhRaeVdFvCiRE6tm19d0AIHxICM0U,1026 PRESIDENT ST 3E BROOKLYN 11225,40.6684438,-73.957795,1,11225,OK,subpremise,"[-73.9577949999999, 40.6684438]"
441,ROOFTOP,"1610 Bedford Ave #3C, Brooklyn, NY 11225, USA",Ei0zQywgMTYxMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZuK43x0W8KJEckhLJdGDHWlEgIzQw,1610  BEDFORD  AVENUE 3C BROOKLYN NY 11225,40.6677842,-73.9564174,1,11225,OK,subpremise,"[-73.9564173999999, 40.6677842]"
442,ROOFTOP,"993 Carroll St A5, Brooklyn, NY 11225, USA",EitBNSwgOTkzIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgl5e8aadFvCiRGQVxvJKyZUEhICQTU,993 CARROLL ST A5 BROOKLYN 11225,40.66789,-73.9574432,1,11225,OK,subpremise,"[-73.9574432, 40.66789]"
443,ROOFTOP,"1010 President St, Brooklyn, NY 11225, USA",ChIJJ-3GvnRbwokR3wrlGg74jrE,1010 PRESIDENT STREET BROOKLYN NY 11225,40.6685959,-73.9583427,1,11225,OK,street_address,"[-73.9583427, 40.6685959]"
444,ROOFTOP,"959 Carroll St E6, Brooklyn, NY 11225, USA",EitFNiwgOTU5IENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgndJiC9dFvCiREnjbiQRKGRcBICRTY,959  CARROLL STREET E6 Brooklyn NY 11225,40.6681357,-73.958346,1,11225,OK,subpremise,"[-73.9583459999999, 40.6681357]"
445,ROOFTOP,"1614 Bedford Ave #3B, Brooklyn, NY 11225, USA",Ei0zQiwgMTYxNCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZ3u6n10W8KJERICsR-vY4eaEgIzQg,"1614  BEDFORD AVENUE 3B BROOKLYN, NY 11225",40.6676588,-73.9564863,1,11225,OK,subpremise,"[-73.9564863, 40.6676588]"
446,ROOFTOP,"1036 President St #1A, Brooklyn, NY 11225, USA",Ei4xQSwgMTAzNiBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgnLhb2NdFvCiRHq9YuSJlq_2BICMUE,1036  PRESIDENT STREET 1 A Brooklyn NY 11225,40.668364,-73.9572702,1,11225,OK,subpremise,"[-73.9572702, 40.668364]"
447,ROOFTOP,"969 Carroll St, Brooklyn, NY 11225, USA",ChIJl8AFmHRbwokRwBZkDFWhHq8,969 CARROLL STREET B 23 Brooklyn NY 11225,40.6680835,-73.9579786,1,11225,OK,premise,"[-73.9579785999999, 40.6680835]"
448,ROOFTOP,"959 Carroll St F3, Brooklyn, NY 11225, USA",EitGMywgOTU5IENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgndJiC9dFvCiREnjbiQRKGRcBICRjM,959 CARROLL STREET F3 Brooklyn NY 11225,40.6681357,-73.958346,1,11225,OK,subpremise,"[-73.9583459999999, 40.6681357]"
449,ROOFTOP,"969 Carroll St B19, Brooklyn, NY 11225, USA",EixCMTksIDk2OSBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJl8AFmHRbwokRwBZkDFWhHq8SA0IxOQ,969  CARROLL STREET B19 Brooklyn NY 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
450,ROOFTOP,"1036 President St #1A, Brooklyn, NY 11225, USA",Ei4xQSwgMTAzNiBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgnLhb2NdFvCiRHq9YuSJlq_2BICMUE,1036  PRESIDENT STREET 1A Brooklyn NY 11225,40.668364,-73.9572702,1,11225,OK,subpremise,"[-73.9572702, 40.668364]"
451,ROOFTOP,"991 Carroll St D2, Brooklyn, NY 11225, USA",EitEMiwgOTkxIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEglvoomadFvCiRE7mDvh5D0VeBICRDI,991 CARROLL STREET D2 Brooklyn NY 11225,40.6679121,-73.9576414,1,11225,OK,subpremise,"[-73.9576414, 40.6679121]"
452,ROOFTOP,"969 Carroll St B23, Brooklyn, NY 11225, USA",EixCMjMsIDk2OSBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJl8AFmHRbwokRwBZkDFWhHq8SA0IyMw,969 CARROLL STREET B23 Brooklyn NY 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
453,ROOFTOP,"969 Carroll St B3, Brooklyn, NY 11225, USA",EitCMywgOTY5IENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmXwAWYdFvCiRHAFmQMVaEerxICQjM,969 CARROLL STREET B 3 Brooklyn NY 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
454,ROOFTOP,"951 Carroll St #4A, Brooklyn, NY 11225, USA",Eis0QSwgOTUxIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmj2N6kdFvCiREC1qyl-SIWaxICNEE,951 CARROLL STREET 4A BROOKLYN NY 11225,40.668144,-73.958564,1,11225,OK,subpremise,"[-73.958564, 40.668144]"
455,ROOFTOP,"883 Franklin Ave #1B, Brooklyn, NY 11225, USA",Ei0xQiwgODgzIEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZWbALt0W8KJEeTjbS5CsKVZEgIxQg,"883  FRANKLIN AVENUE 1B BROOKLYN, NY 11225",40.6683937,-73.9585297,1,11225,OK,subpremise,"[-73.9585297, 40.6683937]"
456,ROOFTOP,"883 Franklin Ave, Brooklyn, NY 11225, USA",ChIJlZsAu3RbwokR5ONtLkKwpVk,"883 FRANKLIN AVENUE, BROOKLYN 11225",40.6683937,-73.9585297,1,11225,OK,premise,"[-73.9585297, 40.6683937]"
457,ROOFTOP,"1005 Carroll St, Brooklyn, NY 11225, USA",ChIJk9pFhnRbwokRnkp8QF_XEbY,"1005  CARROLL STREET  BROOKLYN, NY 11225",40.667855,-73.956793,1,11225,OK,street_address,"[-73.9567929999999, 40.667855]"
458,ROOFTOP,"1036 President St, Brooklyn, NY 11225, USA",ChIJy4W9jXRbwokR6vWLkiZav9g,1036  PRESIDENT STREET 1 C BROOKLYN NY 11225,40.668364,-73.9572702,2,11225,OK,premise,"[-73.9572702, 40.668364]"
459,ROOFTOP,"969 Carroll St A10, Brooklyn, NY 11225, USA",EixBMTAsIDk2OSBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJl8AFmHRbwokRwBZkDFWhHq8SA0ExMA,969 CARROLL ST A10 BROOKLYN 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
460,ROOFTOP,"991 Carroll St C3, Brooklyn, NY 11225, USA",EitDMywgOTkxIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEglvoomadFvCiRE7mDvh5D0VeBICQzM,991 CARROLL ST C3 BROOKLYN 11225,40.6679121,-73.9576414,1,11225,OK,subpremise,"[-73.9576414, 40.6679121]"
461,ROOFTOP,"969 Carroll St A10, Brooklyn, NY 11225, USA",EixBMTAsIDk2OSBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJl8AFmHRbwokRwBZkDFWhHq8SA0ExMA,969 CARROLL ST A10 BROOKLYN 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
462,ROOFTOP,"883 Franklin Ave #6B, Brooklyn, NY 11225, USA",Ei02QiwgODgzIEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZWbALt0W8KJEeTjbS5CsKVZEgI2Qg,883 FRANKLIN AVENUE 6B BROOKLYN NY 11225,40.6683937,-73.9585297,1,11225,OK,subpremise,"[-73.9585297, 40.6683937]"
463,ROOFTOP,"969 Carroll St B9, Brooklyn, NY 11225, USA",EitCOSwgOTY5IENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmXwAWYdFvCiRHAFmQMVaEerxICQjk,969 CARROLL ST B9 BROOKLYN 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
464,ROOFTOP,"1030 President St #4B, Brooklyn, NY 11225, USA",Ei40QiwgMTAzMCBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgmnh1GSdFvCiRHxrPYRUmudoxICNEI,1030 PRESIDENT ST 4B BROOKLYN 11225,40.6684047,-73.9575194,1,11225,OK,subpremise,"[-73.9575194, 40.6684047]"
465,ROOFTOP,"1020 President St #2F, Brooklyn, NY 11225, USA",Ei4yRiwgMTAyMCBQcmVzaWRlbnQgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgkXuYWVdFvCiREXu8PFcnaacRICMkY,1020 PRESIDENT STREET APT 2F NEW YORK NY 11225,40.6685698,-73.9580016,1,11225,OK,subpremise,"[-73.9580016, 40.6685698]"
466,ROOFTOP,"1604 Bedford Ave #4B, Brooklyn, NY 11225, USA",Ei00QiwgMTYwNCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCT2PMGN0W8KJEceYOyWnx0ZOEgI0Qg,1604  BEDFORD AVENUE 4 B Brooklyn NY 11225,40.6679258,-73.9563255,1,11225,OK,subpremise,"[-73.9563254999999, 40.6679258]"
467,ROOFTOP,"1596 Bedford Ave #4B, Brooklyn, NY 11225, USA",Ei00QiwgMTU5NiBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCVn4-mN0W8KJER3Kff8Wo7mbEgI0Qg,1596 BEDFORD AVENUE 4B BROOKLYN NY 11225,40.6681737,-73.9563026,1,11225,OK,subpremise,"[-73.9563026, 40.6681737]"
468,ROOFTOP,"1026 President St, Brooklyn, NY 11225, USA",ChIJYUWnlXRbwokROrZtfXdACB8,1026 PRESIDENT ST BROOKLYN NY 11225,40.6684438,-73.957795,1,11225,OK,premise,"[-73.9577949999999, 40.6684438]"
469,ROOFTOP,"993 Carroll St A3, Brooklyn, NY 11225, USA",EitBMywgOTkzIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEgl5e8aadFvCiRGQVxvJKyZUEhICQTM,993 CARROLL STREET A3 BROOKLYN 11225,40.66789,-73.9574432,1,11225,OK,subpremise,"[-73.9574432, 40.66789]"
470,ROOFTOP,"991 Carroll St B5, Brooklyn, NY 11225, USA",EitCNSwgOTkxIENhcnJvbGwgU3QsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh4aHAoWChQKEglvoomadFvCiRE7mDvh5D0VeBICQjU,991 CARROLL ST B5 NY 11225,40.6679121,-73.9576414,1,11225,OK,subpremise,"[-73.9576414, 40.6679121]"
471,ROOFTOP,"969 Carroll St B23, Brooklyn, NY 11225, USA",EixCMjMsIDk2OSBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIfGh0KFgoUChIJl8AFmHRbwokRwBZkDFWhHq8SA0IyMw,969 CARROLL STREET B23 BROOKLYN NY 11225,40.6680835,-73.9579786,1,11225,OK,subpremise,"[-73.9579785999999, 40.6680835]"
